"Name","Concatenate(Platform)","Min*(Year)","First(Genre)","First(Publisher)","Sum(NA_Sales)","Sum(EU_Sales)","Sum(JP_Sales)","Sum(Other_Sales)","Sum(Global_Sales)","YearCount"
"Dance Dance Revolution: Hottest Party 3","Wii1",2009,"Simulation","Konami Digital Entertainment",0.26,0.14,0,0.04,0.45,12
"Dance Dance Revolution: Hottest Party 5","Wii1",2011,"Misc","Konami Digital Entertainment",0,0.03,0,0,0.03,10
"Dance Dance Revolution: Mario Mix","GC",2005,"Misc","Nintendo",0.36,0.09,0,0.01,0.47,16
"Dance Dance Revolution: Mario Mix (JP sales)","GC",2005,"Simulation","Nintendo",0,0,0.05,0,0.06,16
"Dance Factory","PS2",2006,"Action","Codemasters",0.02,0.01,0,0,0.03,15
"Dance Paradise","X360",2010,"Misc","Mindscape",0.1,0.01,0,0.01,0.12,11
"Dance Party: Pop Hits","Wii1",2009,"Misc","Nordic Games",0,0.36,0,0.02,0.39,12
"Dance Sensation!","Wii1",2010,"Misc","Majesco Entertainment",0.06,0,0,0,0.06,11
"Dance on Broadway","Wii1, PS3",2010,"Misc","Ubisoft",0.32,0.6900000000000001,0,0.13,1.1400000000000001,11
"Dance with Devils","PSV",2016,"Action","N/A",0,0,0.01,0,0.01,5
"Dance! It's Your Stage","PS3",2011,"Misc","DTP Entertainment",0,0.02,0,0.01,0.02,10
"DanceDanceRevolution","Wii1, PS3, X360",2010,"Simulation","Konami Digital Entertainment",0.49,0.09,0,0.05,0.64,11
"DanceMasters","X360",2010,"Misc","Konami Digital Entertainment",0.15,0.02,0.02,0.01,0.19,11
"DanceStar Party","PS3",2011,"Misc","Sony Computer Entertainment",0,0.35,0,0.1,0.46,10
"Dancing Blade II: Tears of Eden","PSX",1999,"Adventure","Konami Digital Entertainment",0,0,0.03,0,0.03,22
"Dancing With The Stars","Wii1, PS2",2007,"Misc","Activision",0.3,0.06,0,0.04,0.4,14
"Dancing on Ice","Wii1, NDS",2010,"Sports","Ghostlight",0,0.11,0,0.01,0.12000000000000001,11
"Dancing with the Stars: We Dance!","NDS, Wii1",2008,"Misc","Activision",0.72,0,0,0.06,0.78,13
"Danganronpa 2: Goodbye Despair","PSV, PSP",2012,"Misc","Nippon Ichi Software",0.13,0.07,0.19,0.06,0.45,9
"Danganronpa Another Episode: Ultra Despair Girls","PSV",2014,"Action","Nippon Ichi Software",0.1,0.03,0.12,0.04,0.28,7
"Danganronpa: Trigger Happy Havoc","PSV",2013,"Misc","Nippon Ichi Software",0.14,0.07,0.15,0.06,0.41,8
"Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima","3DS",2012,"Action","Namco Bandai Games",0,0,0.08,0,0.08,9
"Daniel X: The Ultimate Power","NDS",2010,"Action","THQ",0.07,0,0,0.01,0.08,11
"Danny Phantom: The Ultimate Enemy","GBA",2005,"Action","THQ",0.16,0.06,0,0,0.22,16
"Danny Phantom: Urban Jungle","NDS",2006,"Action","THQ",0.04,0,0,0,0.04,15
"Dante's Inferno","PS3, X360, PSP",2010,"Action","Electronic Arts",1.3900000000000001,0.51,0.06999999999999999,0.23,2.2,11
"Darius Burst: Chronicle Saviours","PSV",2016,"Action","Kadokawa Games",0,0,0.03,0,0.03,5
"Darius Gaiden","SAT",1995,"Shooter","Acclaim Entertainment",0,0,0.1,0,0.1,26
"Darius II","SAT",1995,"Shooter","Taito",0,0,0.03,0,0.03,26
"Dark Angel: Vampire Apocalypse","PS2",2001,"Role-Playing","Metro 3D",0.04,0.03,0,0.01,0.09,20
"Dark Arena","GBA",2002,"Shooter","THQ",0.03,0.01,0,0,0.04,19
"Dark Cavern","2600",1981,"Shooter","Mattel Interactive",0.22,0.01,0,0,0.24,40
"Dark Cloud","PS2",2000,"Role-Playing","Sony Computer Entertainment",0.83,0.44,0.08,0.19,1.54,21
"Dark Cloud 2","PS2",2002,"Role-Playing","Sony Computer Entertainment",0.38,0.25,0.26,0.07,0.96,19
"Dark Half","SNES",1996,"Role-Playing","Enix Corporation",0,0,0.04,0,0.04,25
"Dark Messiah of Might and Magic Elements","X360",2008,"Role-Playing","Ubisoft",0.16,0.02,0.01,0.02,0.2,13
"Dark Rift","N64",1997,"Fighting","Vic Tokai",0.12,0.03,0,0,0.15,24
"Dark Sector","X360, PS3",2008,"Shooter","D3Publisher",0.45,0.36,0.02,0.12000000000000001,0.95,13
"Dark Souls","PS3, X360, PC",2011,"Role-Playing","Namco Bandai Games",1.3900000000000001,0.8800000000000001,0.54,0.32,3.1399999999999997,10
"Dark Souls II","PS3, X360, PS4, XOne, PC",2014,"Role-Playing","Namco Bandai Games",1.29,0.93,0.49000000000000005,0.35000000000000003,3.0700000000000003,7
"Dark Souls III","PS4, XOne, PC",2016,"Role-Playing","Namco Bandai Games",0.8099999999999999,0.5800000000000001,0.33,0.24,1.9600000000000002,5
"Dark Summit","PS2, XB, GC",2001,"Sports","THQ",0.23,0.11,0,0.03,0.36,20
"Dark Tales: Edgar Allan Poe's The Premature Burial","PC",2012,"Puzzle","Focus Multimedia",0,0.02,0,0,0.02,9
"Dark Void","PS3, X360, PC",2010,"Action","Capcom",0.37,0.22,0,0.09,0.69,11
"DarkStar One","PC",2006,"Simulation","Ubisoft",0,0.03,0,0.01,0.04,15
"DarkStar One: Broken Alliance","X360",2010,"Simulation","Kalypso Media",0.11,0.08,0,0.02,0.2,11
"Darkened Skye","GC",2002,"Adventure","TDK Mediactive",0.01,0,0,0,0.01,19
"Darkest of Days","X360",2009,"Shooter","Phantom EFX",0.09,0,0,0.01,0.09,12
"Darklight Conflict","PSX",1997,"Simulation","Electronic Arts",0.02,0.01,0,0,0.04,24
"Darksiders","X360, PC, PS3",2010,"Action","THQ",0.75,0.36,0.01,0.12000000000000001,1.23,11
"Darksiders II","PS3, X360, PS4, WiiU, PC, XOne",2012,"Action","THQ",1.02,0.9400000000000001,0.01,0.30000000000000004,2.2600000000000002,9
"Darkspore","PC",2011,"Role-Playing","Electronic Arts",0.07,0.03,0,0.01,0.12,10
"Darkstalkers 3","PSX",1998,"Fighting","Capcom",0.11,0.07,0,0.01,0.19,23
"Darkstalkers Chronicle: The Chaos Tower","PSP",2004,"Fighting","Capcom",0.13,0,0,0.01,0.15,17
"Darkstalkers Resurrection","PS3",2013,"Fighting","Capcom",0,0,0.03,0,0.03,8
"Darkstone","PSX",2001,"Role-Playing","Electronic Arts",0.37,0.25,0,0.04,0.66,20
"Darkwatch","PS2, XB",2005,"Shooter","Ubisoft",0.32,0.16999999999999998,0,0.05,0.53,16
"Data East Arcade Classics","Wii1",2010,"Misc","Majesco Entertainment",0.08,0,0,0.01,0.09,11
"Date A Live: Arusu Install","PS3",2014,"Adventure","Compile Heart",0,0,0.02,0,0.02,7
"Date A Live: Rine Utopia","PS3",2013,"Adventure","Compile Heart",0,0,0.04,0,0.04,8
"Date-A-Live Twin Edition: Rio Reincarnation","PSV",2015,"Action","Compile Heart",0,0,0.02,0,0.02,6
"Datenshi no Amai Yuuwaku x Kaikan Phrase","NDS",2010,"Adventure","FuRyu",0,0,0.01,0,0.01,11
"Dave Mirra BMX Challenge","PSP, Wii1",2006,"Sports","Oxygen Interactive",0.12,0,0,0.02,0.14,15
"Dave Mirra Freestyle BMX","PSX",2000,"Sports","Acclaim Entertainment",0.91,0.11,0,0.03,1.05,21
"Dave Mirra Freestyle BMX 2","PS2, GC, XB, GBA",2001,"Sports","Acclaim Entertainment",1.17,0.6800000000000002,0,0.2,2.05,20
"Dave Mirra Freestyle BMX 3","GBA",2002,"Sports","Acclaim Entertainment",0.02,0.01,0,0,0.03,19
"Dave Mirra Freestyle BMX: Maximum Remix","PSX",2001,"Sports","Acclaim Entertainment",0.15,0.1,0,0.02,0.27,20
"Davis Cup Tennis","GBA",2002,"Sports","Ubisoft",0.01,0,0,0,0.02,19
"Dawn of Discovery","PC, Wii1, NDS",2009,"Simulation","Ubisoft",0.2,0.41000000000000003,0,0.1,0.72,12
"Dawn of Heroes","NDS",2010,"Role-Playing","Majesco Entertainment",0.07,0,0,0,0.08,11
"Dawn of Mana","PS2",2006,"Role-Playing","Square Enix",0.07,0.05,0.29,0.02,0.43,15
"Daxter","PSP",2006,"Platform","Sony Computer Entertainment",2.45,1.02,0,0.75,4.22,15
"Daytona USA","SAT",1994,"Racing","Sega",0,0,0.55,0,0.55,27
"Daytona USA Championship Circuit Edition","SAT",1995,"Racing","Sega",0,0,0.14,0,0.14,26
"Dead Ball Zone","PSX",1998,"Sports","GT Interactive",0.02,0.02,0,0,0.04,23
"Dead Head Fred","PSP",2007,"Action","D3Publisher",0.04,0,0,0,0.04,14
"Dead Island","X360, PS3, PC",2011,"Action","Deep Silver",2.68,1.53,0.15,0.54,4.8999999999999995,10
"Dead Island Definitive Collection","PS4, XOne",2016,"Action","Deep Silver",0.04,0.09000000000000001,0.01,0.02,0.16,5
"Dead Island: Riptide","X360, PS3",2013,"Action","Deep Silver",0.7,0.47000000000000003,0.08,0.16,1.4100000000000001,8
"Dead Man's Hand","XB",2004,"Shooter","Atari",0.09,0.02,0,0,0.11,17
"Dead Rising","X360, PS4",2006,"Action","Capcom",1.17,0.65,0.08,0.2,2.11,15
"Dead Rising 2","X360, PS3, PC",2010,"Action","Capcom",1.28,1.12,0.24,0.35,3.02,11
"Dead Rising 2: Off the Record","PS3, X360, PC",2011,"Action","Capcom",0.32,0.18999999999999997,0.1,0.060000000000000005,0.6700000000000002,10
"Dead Rising 3","XOne",2013,"Action","Microsoft Game Studios",1.06,0.35,0.01,0.12,1.54,8
"Dead Rising: Chop Till You Drop","Wii1",2009,"Action","Capcom",0.15,0.07,0.05,0.02,0.29,12
"Dead Space","PS3, X360, PC",2008,"Action","Electronic Arts",1.94,1.6,0,0.49,4.03,13
"Dead Space 2","X360, PS3, PC",2011,"Shooter","Electronic Arts",1.7999999999999998,1.0999999999999999,0,0.38999999999999996,3.29,10
"Dead Space 3","PS3, X360",2013,"Action","Electronic Arts",1.08,0.66,0,0.25,1.99,8
"Dead Space Extraction","Wii1",2009,"Shooter","Electronic Arts",0.33,0.11,0.01,0.04,0.48,12
"Dead in the Water","PSX",1999,"Action","ASC Games",0.03,0.02,0,0,0.05,22
"Dead or Alive","PSX, SAT",1997,"Fighting","Sony Computer Entertainment",0.09,0.06,0.28,0.02,0.46,24
"Dead or Alive 2","PS2, DC",2000,"Fighting","Tecmo Koei",0.3,0.24,0.52,0.08,1.1400000000000001,21
"Dead or Alive 3","XB",2001,"Fighting","Microsoft Game Studios",1.19,0.29,0.24,0.06,1.77,20
"Dead or Alive 4","X360",2005,"Fighting","Tecmo Koei",0.3,0.03,0.1,0.03,0.47,16
"Dead or Alive 5","PS3, PS4, X360, PSV, XOne",2012,"Fighting","Tecmo Koei",0.55,0.44000000000000006,0.3500000000000001,0.16,1.4800000000000002,9
"Dead or Alive Paradise","PSP",2010,"Misc","Ubisoft Annecy",0.07,0.02,0.07,0.02,0.17,11
"Dead or Alive Ultimate","XB",2004,"Fighting","Tecmo Koei",0.3,0.1,0.08,0.02,0.5,17
"Dead or Alive Xtreme 2","X360",2006,"Sports","Tecmo Koei",0.15,0.03,0.06,0.02,0.26,15
"Dead or Alive Xtreme 3: Fortune","PS4",2016,"Sports","Tecmo Koei",0,0,0.05,0,0.05,5
"Dead or Alive Xtreme 3: Venus","PSV",2016,"Sports","Tecmo Koei",0,0,0.03,0,0.03,5
"Dead or Alive Xtreme Beach Volleyball","XB",2003,"Sports","Microsoft Game Studios",0.36,0.08,0.14,0.02,0.59,18
"Dead or Alive: Dimensions","3DS",2011,"Fighting","Ubisoft Annecy",0.13,0.21,0.07,0.03,0.45,10
"Dead to Rights","PS2, XB, GC, GBA",2002,"Shooter","Electronic Arts",1.3200000000000003,0.7200000000000001,0,0.2,2.24,19
"Dead to Rights II","PS2, XB",2005,"Shooter","Electronic Arts",0.18,0.1,0,0.03,0.31,16
"Dead to Rights: Reckoning","PSP",2005,"Shooter","Electronic Arts",0.12,0,0,0.01,0.13,16
"Dead to Rights: Retribution","PS3, X360",2010,"Shooter","Namco Bandai Games",0.21000000000000002,0.2,0.02,0.07,0.49,11
"Deadliest Catch: Alaskan Storm","X360",2008,"Sports","Navarre Corp",0.04,0,0,0,0.05,13
"Deadliest Catch: Sea of Chaos","Wii1, X360, PS3",2010,"Sports","Crave Entertainment",0.28,0,0,0.03,0.29,11
"Deadliest Warrior: Ancient Combat","X360, PS3",2012,"Fighting","Cloud Imperium Games Corporation",0.08,0,0,0,0.08,9
"Deadly Arts","N64",1998,"Fighting","Konami Digital Entertainment",0.03,0.01,0,0,0.04,23
"Deadly Creatures","Wii1",2009,"Action","THQ",0.08,0.12,0,0.03,0.23,12
"Deadly Duck","2600",1981,"Shooter","20th Century Fox Video Games",0.21,0.01,0,0,0.22,40
"Deadly Premonition","X360, PS3",2010,"Action","Rising Star Games",0.26,0.11,0,0.04,0.42000000000000004,11
"Deadpool","PS3, X360, PS4, XOne",2013,"Action","Activision",0.7,0.4600000000000001,0,0.18,1.33,8
"Deal or No Deal","NDS, Wii1, PC",2006,"Misc","Mindscape",2.37,0.42,0,0.24,3.03,15
"Deal or No Deal: Special Edition","NDS",2010,"Misc","Zoo Games",0.04,0,0,0,0.04,11
"Deal or No Deal: The Banker is Back!","NDS",2008,"Misc","Mindscape",0,0.2,0,0,0.2,13
"Death By Degrees","PS2",2005,"Action","Sony Computer Entertainment",0.05,0.04,0,0.01,0.1,16
"Death Connection Portable","PSP",2011,"Adventure","Idea Factory",0,0,0.01,0,0.01,10
"Death Jr.","PSP",2005,"Platform","Konami Digital Entertainment",0.17,0,0,0.01,0.19,16
"Death Jr. II: Root of Evil","PSP",2006,"Platform","Konami Digital Entertainment",0.05,0,0,0,0.06,15
"Death Jr. and the Science Fair of Doom","NDS",2007,"Platform","Konami Digital Entertainment",0.08,0,0,0.01,0.08,14
"Death Jr.: Root of Evil","Wii1",2008,"Platform","Eidos Interactive",0.1,0,0,0.01,0.11,13
"Death Trap","2600",1982,"Action","Avalon Interactive",0.15,0.01,0,0,0.17,39
"DeathSmiles","X360",2009,"Shooter","Rising Star Games",0.15,0.06,0.05,0.02,0.28,12
"DeathSmiles II","X360",2010,"Shooter","Cave",0,0,0.03,0,0.03,11
"Deathrow: Underground Team Combat","XB",2002,"Sports","Ubisoft",0.05,0.01,0,0,0.06,19
"Deathtrap Dungeon","PSX",1998,"Action","Eidos Interactive",0.19,0.13,0,0.02,0.33,23
"Deca Sports","Wii1",2008,"Sports","Konami Digital Entertainment",1.13,0.87,0.29,0.25,2.54,13
"Deca Sports 2","Wii1",2009,"Sports","Hudson Soft",0.33,0.34,0.09,0.07,0.82,12
"Deca Sports 3","Wii1",2010,"Sports","Hudson Soft",0.15,0.07,0,0.02,0.24,11
"Deca Sports DS","NDS",2009,"Sports","Hudson Soft",0.08,0.02,0,0.01,0.11,12
"Deca Sports Extreme","3DS",2011,"Sports","Hudson Soft",0.08,0,0.03,0.01,0.12,10
"Decathlete","SAT",1994,"Sports","Sega",0,0,0.3,0,0.3,27
"Deception III: Dark Delusion","PSX",1999,"Role-Playing","Tecmo Koei",0.02,0.01,0,0,0.04,22
"Deception IV: Blood Ties","PSV, PS3",2014,"Action","Tecmo Koei",0.05,0.05,0.13,0.03,0.26,7
"Deep Fear","SAT",1998,"Adventure","Sega",0,0,0.08,0,0.08,23
"Deep Labyrinth","NDS",2006,"Action","505 Games",0.06,0,0,0,0.07,15
"Deepak Chopra's Leela","Wii1, X360",2011,"Misc","THQ",0.18,0.060000000000000005,0,0.02,0.27,10
"Deer Drive","Wii1, NDS",2009,"Sports","Big Ben Interactive",1.08,0.04,0,0.07,1.2,12
"Deer Drive: Legends","3DS",2012,"Action","Maximum Family Games",0.03,0,0,0,0.03,9
"Deer Hunter","PS2",2003,"Sports","Atari",0.14,0.11,0,0.04,0.28,18
"Def Jam Fight For NY: The Takeover","PSP",2006,"Action","Electronic Arts",0.08,0,0,0.01,0.09,15
"Def Jam Icon","PS3, X360",2007,"Action","Electronic Arts",0.45999999999999996,0.2,0,0.11,0.78,14
"Def Jam Rapstar","Wii1, PS3, X360",2010,"Misc","Konami Digital Entertainment",0.81,0.1,0,0.07,0.97,11
"Def Jam Vendetta","PS2, GC",2003,"Fighting","Electronic Arts",1.14,0.79,0,0.26,2.19,18
"Def Jam: Fight for NY","PS2, GC",2004,"Fighting","Electronic Arts",1.03,0.7200000000000001,0,0.23,1.98,17
"DefCon 5","PSX",1995,"Shooter","Psygnosis",0.04,0.03,0,0,0.07,26
"Defender","2600, PS2, GC, XB",1980,"Misc","Atari",1.34,0.24,0,0.060000000000000005,1.6500000000000004,41
"Defender II","2600",1987,"Shooter","Atari",0.42,0.02,0,0,0.45,34
"Defendin' De Penguin","Wii1, NDS",2008,"Strategy","Zushi Games",0.07,0,0,0,0.07,13
"Defiance","X360, PS3, PC",2013,"Shooter","Trion Worlds",0.7100000000000001,0.3,0,0.11,1.14,8
"Delta Force: Black Hawk Down","PS2, XB",2005,"Shooter","NovaLogic",0.47,0.24000000000000002,0,0.06999999999999999,0.8,16
"Dementium II","NDS",2010,"Shooter","SouthPeak Games",0.09,0.02,0,0.01,0.12,11
"Dementium: The Ward","NDS",2007,"Shooter","SouthPeak Games",0.15,0.01,0,0.01,0.17,14
"DemiKids: Dark Version","GBA",2002,"Role-Playing","Atlus",0.02,0.01,0,0,0.02,19
"DemiKids: Light Version","GBA",2002,"Role-Playing","Atlus",0.02,0.01,0,0,0.02,19
"Demigod","PC",2009,"Strategy","Atari",0,0.02,0,0,0.02,12
"Demolition Company: Gold Edition","PC",2011,"Simulation","N/A",0,0.02,0,0,0.02,10
"Demolition Racer","PSX",1998,"Racing","Infogrames",0.17,0.12,0,0.02,0.31,23
"Demon Attack","2600",1981,"Shooter","Imagic",1.99,0.12,0,0.02,2.13,40
"Demon Driver: Time to Burn Rubber!","GBA",2003,"Racing","Ignition Entertainment",0.02,0.01,0,0,0.03,18
"Demon Gaze","PSV",2013,"Role-Playing","Nippon Ichi Software",0.06,0.03,0.08,0.02,0.2,8
"Demon Gaze 2","PSV",2014,"Role-Playing","Experience Inc.",0,0,0.01,0,0.01,7
"Demon's Souls","PS3",2009,"Role-Playing","Namco Bandai Games",0.97,0.34,0.35,0.18,1.84,12
"Dengeki Bunko Fighting Climax","PSV, PS3",2014,"Fighting","Sega",0.13,0,0.16,0.04,0.33999999999999997,7
"Dengeki Gakuen RPG: Cross of Venus","NDS",2009,"Role-Playing","ASCII Media Works",0,0,0.05,0,0.05,12
"Dengeki Gakuen RPG: Cross of Venus Special","NDS",2011,"Role-Playing","ASCII Media Works",0,0,0.01,0,0.01,10
"Denki Blocks!","GBA",2001,"Puzzle","Rage Software",0.03,0.01,0,0,0.04,20
"Dennou Senki Virtual-On Force","X360",2010,"Fighting","Sega",0,0,0.03,0,0.03,11
"Densetsu no Stafi","GBA",2002,"Platform","Nintendo",0,0,0.46,0.01,0.47,19
"Densetsu no Stafi 2","GBA",2003,"Platform","Nintendo",0,0,0.43,0.01,0.44,18
"Densetsu no Stafi 3","GBA",2004,"Platform","Nintendo",0,0,0.23,0.01,0.24,17
"Densetsu no Stafi 4","NDS",2006,"Platform","Nintendo",0,0,0.17,0,0.17,15
"Densetsu no Yuusha no Densetsu: Legendary Saga","PSP",2010,"Role-Playing","Kadokawa Shoten",0,0,0.01,0,0.01,11
"Densha De Go!","PSX",1997,"Simulation","Taito",0,0,1.02,0.07,1.09,24
"Densha De Go! 2","PSX",1999,"Simulation","Taito",0,0,0.38,0.03,0.41,22
"Densha De Go! 3 Tsuukinhen","PS2",2001,"Simulation","Taito",0,0,0.06,0,0.06,20
"Densha De Go! 64","N64",1999,"Simulation","Taito",0,0,0.05,0.07,0.12,22
"Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen","Wii1",2007,"Simulation","Taito",0,0,0.02,0,0.02,14
"Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen","NDS",2010,"Simulation","Square Enix",0,0,0.02,0,0.02,11
"Deponia","PC",2012,"Adventure","Daedalic",0,0.13,0,0.03,0.15,9
"Derby Jockey 2","SNES",1995,"Sports","Asmik Corp",0,0,0.1,0,0.1,26
"Derby Jockey: Kishou e no Michi","SNES",1994,"Sports","Asmik Corp",0,0,0.07,0,0.07,27
"Derby Stallion","PSX, SAT",1997,"Sports","ASCII Entertainment",0,0,2.05,0.14,2.1799999999999997,24
"Derby Stallion 04","PS2",2004,"Sports","Enterbrain",0,0,0.55,0,0.55,17
"Derby Stallion 64","N64",2001,"Sports","Media Factory",0,0,0.15,0,0.15,20
"Derby Stallion 96","SNES",1996,"Sports","ASCII Entertainment",0,0,1.04,0.01,1.05,25
"Derby Stallion 98","SNES",1998,"Sports","ASCII Entertainment",0,0,0.08,0,0.08,23
"Derby Stallion 99","PSX",1999,"Sports","ASCII Entertainment",0,0,1.06,0.07,1.13,22
"Derby Stallion Advance","GBA",2002,"Sports","Enterbrain",0,0,0.12,0,0.13,19
"Derby Stallion DS","NDS",2008,"Sports","Enterbrain",0,0,0.32,0,0.32,13
"Derby Stallion Gold","3DS",2014,"Sports","Kadokawa Shoten",0,0,0.14,0,0.14,7
"Derby Stallion II","SNES",1994,"Sports","ASCII Entertainment",0,0,0.87,0,0.87,27
"Derby Stallion III","SNES",1995,"Sports","ASCII Entertainment",0,0,1.15,0,1.15,26
"Derby Stallion P","PSP",2006,"Sports","Enterbrain",0,0,0.1,0,0.1,15
"Derby Time 2006","PSP",2006,"Sports","Sony Computer Entertainment",0,0,0.03,0,0.03,15
"Derby Tsuku 5: Derby Uma o Tsukurou!","PS2",2006,"Sports","Sega",0,0,0.04,0,0.04,15
"Derby Tsuku: Derby Uma o Tsukurou!","DC",2000,"Sports","Sega",0,0,0.08,0,0.08,21
"Descent","PSX",1996,"Shooter","Interplay",0.11,0.07,0,0.01,0.19,25
"Descent Maximum","PSX",1997,"Shooter","Interplay Productions",0.05,0.04,0,0.01,0.1,24
"Desert Falcon","2600",1987,"Shooter","Atari",0.24,0.01,0,0,0.26,34
"Desert Strike Advance","GBA",2002,"Simulation","Electronic Arts",0.05,0.02,0,0,0.06,19
"Desire","SAT",1997,"Adventure","Imadio",0,0,0.14,0,0.14,24
"Desktop Tower Defense","NDS",2009,"Strategy","THQ",0.11,0,0,0.01,0.11,12
"Despicable Me: The Game","Wii1, PSP, PS2",2010,"Platform","D3Publisher",0.29,0.24000000000000002,0,0.08,0.6,11
"Despicable Me: The Game - Minion Mayhem","NDS",2010,"Puzzle","D3Publisher",0.42,0.09,0,0.04,0.54,11
"Destiny","PS4, XOne, X360, PS3",2014,"Shooter","Activision",6.59,4.12,0.28,1.6199999999999999,12.61,7
"Destiny Links","NDS",2009,"Role-Playing","Namco Bandai Games",0,0,0.01,0,0.01,12
"Destiny: The Collection","PS4, XOne",2016,"Shooter","Activision",0.02,0.06,0,0.01,0.1,5
"Destiny: The Taken King","PS4, XOne, PS3, X360",2015,"Shooter","Activision",1.9699999999999998,1.2999999999999998,0.06,0.51,3.87,6
"Destrega","PSX",1998,"Fighting","Sony Computer Entertainment",0.04,0.03,0,0,0.07,23
"Destroy All Humans!","PS2, XB",2005,"Shooter","THQ",1.12,0.14,0,0.15,1.4,16
"Destroy All Humans! 2","PS2",2006,"Action","THQ",0.4,0.02,0,0.07,0.48,15
"Destroy All Humans! Big Willy Unleashed","Wii1",2008,"Action","THQ",0.13,0,0,0.01,0.14,13
"Destroy All Humans! Path of the Furon","X360, PS3",2008,"Action","THQ",0.08,0.12,0,0.02,0.22,13
"Destruction Derby","PSX",1995,"Racing","Psygnosis",0.5,0.34,0,0.06,0.9,26
"Destruction Derby 2","PSX",1996,"Racing","Psygnosis",0.65,0.44,0,0.08,1.17,25
"Destruction Derby 64","N64",1999,"Racing","THQ",0.13,0.03,0,0,0.16,22
"Destruction Derby Arenas","PS2",2004,"Racing","Sony Computer Entertainment",0.06,0.05,0,0.02,0.13,17
"Destruction Derby Raw","PSX",2000,"Racing","Sony Computer Entertainment",0.08,0.05,0,0.01,0.14,21
"Detana TwinBee Yahho! Deluxe Pack","SAT, PSX",1995,"Shooter","Konami Digital Entertainment",0,0,0.21000000000000002,0.01,0.22,26
"Detective Barbie: The Mystery Cruise","PSX",1999,"Adventure","Mattel Interactive",0.08,0.05,0,0.01,0.14,22
"Detective Conan: Marionette Symphony","3DS",2013,"Adventure","Namco Bandai Games",0,0,0.05,0,0.05,8
"Detective Conan: Phantom Rhapsody","3DS",2014,"Action","Namco Bandai Games",0,0,0.03,0,0.03,7
"Detective Conan: Prelude from the Past","NDS, PSP",2012,"Action","Namco Bandai Games",0,0,0.09,0,0.09,9
"Detective Jinguuji Saburo: Ronde Revenge","3DS",2012,"Action","Arc System Works",0,0,0.02,0,0.02,9
"Detective Opera: Milky Holmes 2","PSP",2012,"Adventure","BushiRoad",0,0,0.03,0,0.03,9
"Deus Ex","PC",2000,"Role-Playing","Eidos Interactive",0,0.01,0,0,0.01,21
"Deus Ex: Human Revolution","PS3, X360, PC, WiiU",2011,"Shooter","Square Enix",1.57,1.3800000000000001,0.09000000000000001,0.44999999999999996,3.4899999999999998,10
"Deus Ex: Invisible War","XB",2003,"Shooter","Eidos Interactive",0.25,0.07,0,0.01,0.33,18
"Deus Ex: Mankind Divided","PS4, XOne, PC",2016,"Role-Playing","Square Enix",0.18,0.26,0,0.060000000000000005,0.5,5
"Deus Ex: The Conspiracy","PS2",2002,"Action","Eidos Interactive",0.1,0.08,0,0.03,0.21,19
"Devil Dice","PSX",1998,"Puzzle","THQ",0.05,0.03,1.1,0.08,1.26,23
"Devil Kings","PS2",2005,"Action","Capcom",0.03,0.03,0.18,0.01,0.25,16
"Devil May Cry","PS2",2001,"Action","Capcom",1.36,0.86,0.64,0.13,2.99,20
"Devil May Cry 2","PS2",2003,"Action","Capcom",0.71,0.58,0.51,0.17,1.97,18
"Devil May Cry 3: Dante's Awakening","PS2",2005,"Action","Capcom",0.99,0.63,0.29,0.19,2.09,16
"Devil May Cry 3: Dante's Awakening Special Edition","PS2",2006,"Action","Capcom",1.06,0.82,0.05,0.28,2.21,15
"Devil May Cry 4","PS3, X360, PS4, PC",2008,"Action","Capcom",1.3900000000000001,0.8200000000000001,0.5,0.35,3.0700000000000003,13
"Devil May Cry HD Collection","PS3, X360",2012,"Action","Capcom",0.7,0.32,0.12,0.13,1.28,9
"Devil Survivor: Over Clock","3DS",2015,"Strategy","Atlus",0,0,0.02,0,0.02,6
"Devil's Third","WiiU",2015,"Action","Nintendo",0.04,0.02,0,0.01,0.06,6
"Dewy's Adventure","Wii1",2007,"Platform","Konami Digital Entertainment",0.14,0,0.01,0.01,0.16,14
"Dexter's Lab Chess Challenge","GBA",2002,"Misc","BAM! Entertainment",0.14,0.05,0,0,0.2,19
"Dexter's Laboratory Deesaster Strikes","GBA",2001,"Adventure","BAM! Entertainment",0.3,0.11,0,0.01,0.41,20
"Di-Gata Defenders","NDS",2008,"Role-Playing","Game Factory",0.06,0,0,0,0.06,13
"DiRT","PS3, X360, PC",2007,"Racing","Codemasters",0.54,1.09,0,0.32,1.9500000000000002,14
