"row ID","Name","Concatenate(Platform)","Min*(Year)","First(Genre)","First(Publisher)","Sum(NA_Sales)","Sum(EU_Sales)","Sum(JP_Sales)","Sum(Other_Sales)","Sum(Global_Sales)"
"Row2198","Disney's Donald Duck: Goin' Quackers","PSX N64 PS2 GC",2000,"Platform","Ubisoft",0.23,0.12,0.0,0.02,0.37
"Row2199","Disney's DuckTales","Famicom GBoy",1988,"Platform","Capcom",1.73,0.53,0.77,0.07,3.0999999999999996
"Row2200","Disney's Extreme Skate Adventure","PS2 GBA GC XB",2003,"Sports","Activision",0.5299999999999999,0.24,0.0,0.05,0.8300000000000001
"Row2201","Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life","PSX",2003,"Misc","Sony Computer Entertainment",0.23,0.15,0.0,0.03,0.4
"Row2202","Disney's Hide & Sneak","GC",2003,"Action","Capcom",0.03,0.01,0.0,0.0,0.03
"Row2203","Disney's Home on the Range","GBA",2004,"Action","Disney Interactive Studios",0.12,0.04,0.0,0.0,0.17
"Row2204","Disney's Kim Possible 2: Drakken's Demise","GBA",2004,"Platform","Disney Interactive Studios",0.47,0.17,0.0,0.01,0.66
"Row2205","Disney's Kim Possible 3: Team Possible","GBA",2005,"Platform","Disney Interactive Studios",0.33,0.12,0.0,0.01,0.46
"Row2206","Disney's Kim Possible: Global Gemini","NDS",2007,"Platform","Disney Interactive Studios",0.05,0.01,0.0,0.0,0.06
"Row2207","Disney's Kim Possible: Kimmunicator","NDS",2005,"Platform","Disney Interactive Studios",0.11,0.01,0.0,0.01,0.13
"Row2208","Disney's Kim Possible: Revenge of Monkey Fist","GBA",2002,"Platform","THQ",0.37,0.14,0.0,0.01,0.51
"Row2209","Disney's Lilo & Stitch","GBA",2002,"Platform","Ubisoft",0.77,0.29,0.0,0.02,1.08
"Row2210","Disney's Magical Mirror Starring Mickey Mouse","GC",2002,"Adventure","Nintendo",0.15,0.04,0.0,0.01,0.19
"Row2211","Disney's Magical Quest 2 Starring Mickey and Minnie","GBA",2003,"Action","Capcom",0.05,0.02,0.0,0.0,0.06
"Row2212","Disney's Magical Quest 3 Starring Mickey and Donald","GBA",2003,"Action","Capcom",0.02,0.01,0.0,0.0,0.02
"Row2213","Disney's Magical Quest Starring Mickey and Minnie","GBA",2002,"Action","Nintendo",0.16,0.06,0.0,0.0,0.22
"Row2214","Disney's Meet the Robinsons","Wii1 X360 GC NDS",2007,"Action","Disney Interactive Studios",0.29000000000000004,0.01,0.0,0.02,0.33
"Row2215","Disney's PK: Out of the Shadows","PS2 GC",2002,"Platform","Ubisoft",0.1,0.060000000000000005,0.0,0.02,0.16999999999999998
"Row2216","Disney's Party","GBA GC",2002,"Misc","Hudson Entertainment",0.09,0.03,0.0,0.0,0.12000000000000001
"Row2217","Disney's Peter Pan: Return to Never Land","GBA",2002,"Platform","Ubisoft",0.08,0.03,0.0,0.0,0.11
"Row2218","Disney's Planes","NDS WiiU Wii1 3DS",2013,"Simulation","Disney Interactive Studios",0.4,0.24000000000000002,0.0,0.06999999999999999,0.7
"Row2219","Disney's Stitch: Experiment 626","PS2",2002,"Action","Sony Computer Entertainment",0.15,0.12,0.0,0.04,0.31
"Row2220","Disney's Story Studio: Disney's Mulan","PSX",1999,"Misc","Sony Computer Entertainment",0.09,0.06,0.0,0.01,0.15
"Row2221","Disney's Tarzan","N64",2000,"Platform","Activision",0.16,0.04,0.0,0.0,0.2
"Row2222","Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game","PSX",2003,"Misc","Sony Computer Entertainment",0.69,0.47,0.0,0.08,1.23
"Row2223","Disney's Tarzan Untamed","PS2 GC",2001,"Platform","Ubisoft",0.34,0.2,0.0,0.05,0.59
"Row2224","Disney's Tarzan: Return to the Jungle","GBA",2002,"Action","Activision",0.25,0.09,0.0,0.01,0.35
"Row2225","Disney's The Emperor's New Groove","PSX",2000,"Platform","Sony Computer Entertainment",0.17,0.12,0.0,0.02,0.31
"Row2226","Disney's The Haunted Mansion","PS2 GC XB",2003,"Platform","Take-Two Interactive",0.33,0.18,0.0,0.05,0.5499999999999999
"Row2227","Disney's The Jungle Book","GBA",2002,"Platform","Ubisoft",0.07,0.03,0.0,0.0,0.1
"Row2228","Disney's The Lion King","SNES GEN",1994,"Platform","Virgin Interactive",2.23,0.76,0.11,0.11,3.2
"Row2229","Disney's The Lion King: Simba's Mighty Adventure","PSX",2000,"Action","Activision",0.08,0.06,0.0,0.01,0.15
"Row2230","Disney's The Little Mermaid: Ariel's Undersea Adventure","NDS",2006,"Action","Disney Interactive Studios",0.73,0.03,0.0,0.06,0.81
"Row2231","Disney's Treasure Planet","PS2 GBA",2002,"Action","Sony Computer Entertainment",0.36,0.2,0.0,0.05,0.6100000000000001
"Row2232","Disney's Winnie the Pooh's Rumbly Tumbly Adventure","GBA PS2 GC",2005,"Platform","Ubisoft",0.2,0.09,0.0,0.02,0.33
"Row2233","Disruptor","PSX",1995,"Shooter","Interplay",0.07,0.05,0.0,0.01,0.13
"Row2234","Dissidia 012: Duodecim Final Fantasy","PSP",2011,"Fighting","Square Enix",0.21,0.13,0.46,0.08,0.89
"Row2235","Dissidia: Final Fantasy","PSP",2008,"Fighting","Square Enix",0.51,0.51,0.91,0.32,2.25
"Row2236","Dissidia: Final Fantasy Universal Tuning","PSP",2009,"Fighting","Square Enix",0.0,0.0,0.06,0.0,0.06
"Row2237","Diva Girls: Divas on Ice","Wii1 NDS",2009,"Sports","505 Games",0.12000000000000001,0.01,0.0,0.01,0.14
"Row2238","Divinity II: Ego Draconis","X360 PC",2009,"Role-Playing","DTP Entertainment",0.19,0.09,0.0,0.03,0.32
"Row2239","Divinity II: Flames of Vengeance","PC",2010,"Role-Playing","DTP Entertainment",0.0,0.02,0.0,0.01,0.03
"Row2240","Divinity II: The Dragon Knight Saga","X360",2010,"Role-Playing","Focus Home Interactive",0.11,0.02,0.0,0.01,0.14
"Row2241","Divinity: Original Sin","PS4 XOne PC",2014,"Role-Playing","Focus Home Interactive",0.13,0.15999999999999998,0.02,0.05,0.36000000000000004
"Row2242","DmC: Devil May Cry","PS3 X360 PS4 XOne",2013,"Action","Capcom",0.7,0.5800000000000001,0.2,0.22000000000000003,1.69
"Row2243","Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!","NDS",2010,"Action","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Row2244","DoDonPachi Dai-Oujou: Black Label Extra","X360",2009,"Shooter","5pb",0.0,0.0,0.02,0.0,0.02
"Row2245","DoDonPachi Daifukkatsu: Black Label","X360",2011,"Shooter","Cave",0.0,0.0,0.01,0.0,0.01
"Row2246","DoDonPachi Resurrection","X360",2010,"Shooter","Rising Star Games",0.0,0.05,0.0,0.01,0.05
"Row2247","DoDonPachi Saidaioujou","X360",2013,"Shooter","Cave",0.0,0.0,0.01,0.0,0.01
"Row2248","Doctor Lautrec and the Forgotten Knights","3DS",2011,"Adventure","Konami Digital Entertainment",0.07,0.05,0.03,0.01,0.16
"Row2249","Doctor Who: Evacuation Earth","NDS",2010,"Adventure","Asylum Entertainment",0.0,0.14,0.0,0.02,0.16
"Row2250","Doctor Who: Return to Earth","Wii1",2010,"Adventure","Asylum Entertainment",0.0,0.16,0.0,0.02,0.19
"Row2251","Dodge Racing: Charger vs Challenger","Wii1 NDS",2009,"Racing","Zushi Games",0.14,0.0,0.0,0.01,0.15
"Row2252","Dog's Life","PS2",2003,"Adventure","Sony Computer Entertainment",0.21,0.16,0.0,0.05,0.42
"Row2253","Dogz","GBA NDS",2004,"Simulation","Ubisoft",0.96,0.19,0.0,0.05,1.2
"Row2254","Dokapon Journey","NDS",2008,"Role-Playing","Sting",0.05,0.0,0.0,0.0,0.05
"Row2255","Dokapon Kingdom","Wii1 PS2",2007,"Role-Playing","Sting",0.16999999999999998,0.04,0.02,0.02,0.24
"Row2256","Doki Doki! PreCure Narikiri Life!","3DS",2013,"Action","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Row2257","Doki Majo Plus","NDS",2009,"Adventure","SNK Playmore",0.0,0.0,0.02,0.0,0.02
"Row2258","Doki Oki","PSX",1995,"Adventure","Banpresto",0.0,0.0,0.02,0.0,0.03
"Row2259","Doki-Doki Universe","PSV",2013,"Adventure","Sony Computer Entertainment",0.01,0.04,0.0,0.01,0.06
"Row2260","DokiDoki Majo Shinpan!","NDS",2007,"Adventure","SNK Playmore",0.0,0.0,0.05,0.0,0.05
"Row2261","DokiDoki Majo Shinpan! 2","NDS",2008,"Adventure","SNK Playmore",0.0,0.0,0.03,0.0,0.03
"Row2262","Doko Demo Issho","PSP",2004,"Misc","Sony Computer Entertainment",0.0,0.0,0.1,0.0,0.1
"Row2263","Doko Demo Issho: Let's Gakkou!","PSP",2006,"Misc","Sony Computer Entertainment",0.0,0.0,0.04,0.0,0.04
"Row2264","Doko Demo Issyo","PSX",1999,"Misc","Sony Computer Entertainment",0.0,0.0,1.0,0.07,1.07
"Row2265","DokuSui: DokiDoki Suikoden","PSP",2011,"Role-Playing","Irem Software Engineering",0.0,0.0,0.01,0.0,0.01
"Row2266","Dokuro","PSV",2012,"Action","GungHo",0.0,0.0,0.01,0.0,0.01
"Row2267","Dollar Dash","PS2",2005,"Action","Take-Two Interactive",1.3,0.23,0.0,0.07,1.6
"Row2268","Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!","3DS",2014,"Adventure","Happinet",0.0,0.0,0.04,0.0,0.04
"Row2269","Dolphin","2600",1983,"Action","Activision",0.27,0.02,0.0,0.0,0.29
"Row2270","Domino Rally","Wii1",2007,"Action","Nordcurrent",0.05,0.0,0.0,0.0,0.05
"Row2271","Don Bradman Cricket 14","PS4 XOne PS3 X360",2014,"Sports","Tru Blu Entertainment",0.01,0.16,0.0,0.02,0.19
"Row2272","Don King Boxing","Wii1 NDS",2009,"Sports","Take-Two Interactive",0.2,0.11,0.0,0.04,0.35000000000000003
"Row2273","Don King Presents: Prizefighter","X360",2008,"Sports","Take-Two Interactive",0.14,0.08,0.0,0.02,0.25
"Row2274","Donkey Kong","GBoy 2600 Famicom",1981,"Platform","Nintendo",3.16,0.75,1.3900000000000001,0.37000000000000005,5.659999999999999
"Row2275","Donkey Kong 64","N64",1999,"Platform","Nintendo",3.33,0.79,1.09,0.06,5.27
"Row2276","Donkey Kong Barrel Blast","Wii1",2007,"Racing","Nintendo",0.2,0.26,0.11,0.06,0.64
"Row2277","Donkey Kong Classics","Famicom",1988,"Platform","Nintendo",0.59,0.14,0.81,0.02,1.56
"Row2278","Donkey Kong Country","SNES GBoy GBA",1994,"Platform","Nintendo",6.6000000000000005,2.9099999999999997,3.59,0.43,13.530000000000001
"Row2279","Donkey Kong Country 2","GBA",2004,"Platform","Nintendo",0.79,0.27,0.12,0.04,1.23
"Row2280","Donkey Kong Country 2: Diddy's Kong Quest","SNES",1995,"Platform","Nintendo",2.1,0.74,2.2,0.11,5.15
"Row2281","Donkey Kong Country 3","GBA",2005,"Platform","Nintendo",0.45,0.17,0.14,0.01,0.77
"Row2282","Donkey Kong Country 3: Dixie Kong's Double Trouble!","SNES",1996,"Platform","Nintendo",1.17,0.5,1.75,0.08,3.51
"Row2283","Donkey Kong Country Returns","Wii1 3DS",2010,"Platform","Nintendo",3.98,2.46,1.4300000000000002,0.59,8.46
"Row2284","Donkey Kong Country: Tropical Freeze","WiiU",2014,"Platform","Nintendo",0.73,0.52,0.15,0.12,1.52
"Row2285","Donkey Kong GB: Dinky Kong & Dixie Kong","GBoy",2000,"Platform","Nintendo",0.0,0.0,0.28,0.0,0.28
"Row2286","Donkey Kong Jr.","Famicom",1983,"Platform","Nintendo",0.33,0.07,0.7,0.01,1.11
"Row2287","Donkey Kong Jungle Beat","GC Wii1",2004,"Platform","Nintendo",0.84,0.23,0.24,0.04,1.35
"Row2288","Donkey Kong Jungle Climber","NDS",2007,"Platform","Nintendo",0.26,0.04,0.24,0.03,0.56
"Row2289","Donkey Kong Junior","2600",1981,"Platform","Atari",0.9,0.05,0.0,0.01,0.97
"Row2290","Donkey Kong Land","GBoy",1994,"Platform","Nintendo",1.97,0.76,1.07,0.11,3.91
"Row2291","Donkey Kong Land II","GBoy",1996,"Platform","Nintendo",1.39,0.48,0.4,0.08,2.35
"Row2292","Donkey Konga","GC",2003,"Misc","Nintendo",0.5,0.16,0.46,0.03,1.15
"Row2293","Donkey Konga 2","GC",2004,"Misc","Nintendo",0.3,0.08,0.0,0.01,0.39
"Row2294","Dood's Big Adventure","Wii1",2010,"Platform","THQ",0.22,0.01,0.0,0.02,0.25
"Row2295","Doodle Hex","NDS",2008,"Puzzle","Pinnacle",0.0,0.03,0.0,0.0,0.03
"Row2296","Doom","PSX GBA PC",1992,"Shooter","Infogrames",0.55,0.33999999999999997,0.0,0.05,0.9500000000000001
"Row2297","Doom (2016)","PS4 XOne PC",2016,"Shooter","Bethesda Softworks",0.94,0.99,0.02,0.29000000000000004,2.25
"Row2298","Doom 3","XB PC",2004,"Shooter","Activision",0.9,0.47,0.0,0.06999999999999999,1.4400000000000002
"Row2299","Doom 3 BFG Edition","PS3 X360 PC",2012,"Shooter","Bethesda Softworks",0.54,0.41000000000000003,0.0,0.15000000000000002,1.11
"Row2300","Doom 3: Resurrection of Evil","XB",2005,"Shooter","Activision",0.53,0.15,0.0,0.03,0.71
"Row2301","Doom 64","N64",1997,"Shooter","Midway Games",0.38,0.08,0.0,0.01,0.47
"Row2302","Doom II: Hell on Earth","PC GBA",1994,"Shooter","Virgin Interactive",2.0799999999999996,1.41,0.0,0.16,3.65
"Row2303","Dora & Kai-Lan's Pet Shelter","NDS",2011,"Strategy","Take-Two Interactive",0.08,0.01,0.0,0.01,0.1
"Row2304","Dora The Explorer: Dora Saves the Snow Princess","Wii1 NDS PS2",2008,"Platform","Take-Two Interactive",0.96,0.33999999999999997,0.0,0.13,1.4100000000000001
"Row2305","Dora the Explorer: Dora Puppy","NDS",2009,"Misc","Take-Two Interactive",0.39,0.01,0.0,0.03,0.43
"Row2306","Dora the Explorer: Dora Saves the Crystal Kingdom","Wii1 PS2",2009,"Misc","Take-Two Interactive",0.29,0.05,0.0,0.03,0.36
"Row2307","Dora the Explorer: Dora Saves the Mermaids","NDS PS2",2007,"Platform","Take-Two Interactive",1.03,0.060000000000000005,0.0,0.1,1.1800000000000002
"Row2308","Dora the Explorer: Game Boy Advance Video Volume 1","GBA",2004,"Misc","N/A",0.18,0.07,0.0,0.0,0.26
"Row2309","Dora the Explorer: Journey to the Purple Planet","PS2 GC",2005,"Adventure","Global Star",0.21,0.11,0.0,0.03,0.36
"Row2310","Dora the Explorer: Super Spies","GBA",2004,"Platform","Gotham Games",0.44,0.16,0.0,0.01,0.61
"Row2311","Dora the Explorer: Super Star Adventures","GBA",2004,"Adventure","Game Factory",0.17,0.06,0.0,0.0,0.24
"Row2312","Dora the Explorer: The Search for Pirate Pig's Treasure","GBA",2002,"Adventure","NewKidCo",0.19,0.07,0.0,0.0,0.26
"Row2313","Dora's Big Birthday Adventure","Wii1 NDS PS2",2010,"Misc","Take-Two Interactive",0.19999999999999998,0.03,0.0,0.02,0.24000000000000002
"Row2314","Dora's Cooking Club","NDS",2010,"Misc","Take-Two Interactive",0.08,0.01,0.0,0.01,0.1
"Row2315","DoraMoji: Nobita no Kanji Daisakusen","3DS",2015,"Misc","Shogakukan",0.0,0.0,0.03,0.0,0.03
"Row2316","Dorabase 2: Nettou Ultra Stadium","NDS",2009,"Sports","Namco Bandai Games",0.0,0.0,0.12,0.0,0.12
"Row2317","Dorabase DS: Dramatic Stadium","NDS",2007,"Sports","Namco Bandai Games",0.0,0.0,0.21,0.0,0.21
"Row2318","Doraemon","Famicom",1986,"Action","Hudson Soft",0.0,0.0,1.15,0.0,1.15
"Row2319","Doraemon 2: Nobita no Toizurando Daibouken","SNES",1993,"Role-Playing","Epoch",0.0,0.0,0.05,0.0,0.05
"Row2320","Doraemon 3: Nobi Dai no Machi SOS!","N64",2000,"Platform","Epoch",0.0,0.0,0.09,0.06,0.15
"Row2321","Doraemon 4: Nobita to Toki no Okoku","SNES",1995,"Platform","Epoch",0.0,0.0,0.06,0.0,0.06
"Row2322","Doraemon Wii: Himitsu Douguou Ketteisen!","Wii1",2007,"Misc","Sega",0.0,0.0,0.01,0.0,0.01
"Row2323","Doraemon: Nobita and the Island of Miracles","3DS",2012,"Action","FuRyu",0.0,0.0,0.08,0.0,0.08
"Row2324","Doraemon: Nobita no Kyouryuu 2006 DS","NDS",2006,"Role-Playing","Sega",0.0,0.0,0.05,0.0,0.05
"Row2325","Doraemon: Nobita no Shin Makai Daibouken DS","NDS",2007,"Role-Playing","Sega",0.0,0.0,0.07,0.0,0.07
"Row2326","Doraemon: Nobita no Uchuu Eiyuuki","3DS",2015,"Action","FuRyu",0.0,0.0,0.06,0.0,0.06
"Row2327","Doraemon: Nobita to Himitsu Dougu Hakubutsukan","3DS",2013,"Action","FuRyu",0.0,0.0,0.07,0.0,0.07
"Row2328","Doraemon: Nobita to Midori no Kyojinden DS","NDS",2008,"Platform","Sega",0.0,0.0,0.09,0.0,0.09
"Row2329","Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta","3DS",2014,"Action","FuRyu",0.0,0.0,0.04,0.0,0.04
"Row2330","Doraemon: Shin Nobita no Nihon Tanjou","3DS",2016,"Misc","FuRyu",0.0,0.0,0.04,0.0,0.04
"Row2331","Doshin the Giant","GC",2002,"Simulation","Nintendo",0.0,0.0,0.14,0.0,0.14
"Row2332","Double Dragon","2600",1989,"Action","Activision",0.45,0.02,0.0,0.01,0.47
"Row2333","Double Dragon Advance","GBA",2003,"Action","Atlus",0.03,0.01,0.0,0.0,0.05
"Row2334","Double Pack: Finding Nemo / The Incredibles","XB",2006,"Action","THQ",0.31,0.09,0.0,0.01,0.42
"Row2335","Double Sequence: The Q-Virus Invasion","NDS",2008,"Puzzle","Zoo Digital Publishing",0.01,0.0,0.0,0.0,0.01
"Row2336","Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem","NDS",2007,"Racing","Zoo Digital Publishing",0.03,0.0,0.0,0.0,0.04
"Row2337","Doubutsu no Mori","N64",2001,"Simulation","Nintendo",0.0,0.0,0.26,0.05,0.31
"Row2338","Doukoku Shoshite...","SAT",1998,"Adventure","Data East",0.0,0.0,0.11,0.0,0.11
"Row2339","Doukyuusei","TG16",1995,"Adventure","NEC",0.0,0.0,0.14,0.0,0.14
"Row2340","Doukyuusei 2","SAT",1997,"Role-Playing","NEC Interchannel",0.0,0.0,0.13,0.0,0.13
"Row2341","Doukyuusei if","SAT",1996,"Role-Playing","NEC",0.0,0.0,0.26,0.0,0.26
"Row2342","Downforce","PS2",2002,"Racing","Avalon Interactive",0.03,0.02,0.0,0.01,0.05
"Row2343","Downhill Domination","PS2",2003,"Racing","Codemasters",0.23,0.18,0.0,0.06,0.47
"Row2344","Downstream Panic!","PSP",2008,"Action","Atari",0.03,0.0,0.0,0.0,0.03
"Row2345","Downtown Nekketsu Jidaigek","3DS",2015,"Action","Arc System Works",0.0,0.0,0.02,0.0,0.02
"Row2346","Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special","PS3",2015,"Action","Arc System Works",0.0,0.0,0.02,0.0,0.02
"Row2347","Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land","3DS",2015,"Action","Alchemist",0.0,0.0,0.05,0.0,0.05
"Row2348","Dr. Mario","GBoy Famicom",1989,"Puzzle","Nintendo",4.800000000000001,1.56,3.52,0.30000000000000004,10.19
"Row2349","Dr. Mario / Puzzle League","GBA",2005,"Puzzle","Nintendo",0.12,0.04,0.16,0.01,0.33
"Row2350","Dr. Mario 64","N64",2001,"Puzzle","Nintendo",0.34,0.07,0.0,0.0,0.42
"Row2351","Dr. Muto","PS2 XB GC",2002,"Platform","Midway Games",0.13999999999999999,0.07999999999999999,0.0,0.02,0.25
"Row2352","Dr. Seuss' The Cat in the Hat","PS2 XB",2003,"Misc","Vivendi Games",0.35000000000000003,0.22999999999999998,0.0,0.07,0.67
"Row2353","Dr. Seuss: Green Eggs and Ham","GBA",2003,"Action","NewKidCo",0.04,0.01,0.0,0.0,0.05
"Row2354","Dr. Seuss: How the Grinch Stole Christmas","NDS",2007,"Action","CokeM Interactive",0.29,0.0,0.0,0.02,0.31
"Row2355","Dr. Slump & Arale-Chan","NDS",2008,"Adventure","Namco Bandai Games",0.0,0.0,0.01,0.0,0.01
"Row2356","Draglade","NDS",2007,"Fighting","505 Games",0.09,0.0,0.0,0.01,0.1
"Row2357","Draglade (JP sales)","NDS",2007,"Fighting","505 Games",0.0,0.0,0.04,0.0,0.04
"Row2358","Dragon Age II","X360 PS3 PC",2011,"Action","Electronic Arts",1.35,0.9000000000000001,0.060000000000000005,0.3,2.6
"Row2359","Dragon Age Origins: Awakening","X360 PS3 PC",2010,"Role-Playing","Electronic Arts",0.5800000000000001,0.2,0.0,0.08,0.87
"Row2360","Dragon Age: Inquisition","PS4 XOne PC PS3 X360",2014,"Role-Playing","Electronic Arts",2.2,1.87,0.13,0.6100000000000001,4.81
"Row2361","Dragon Age: Origins","X360 PS3 PC",2009,"Role-Playing","Electronic Arts",2.7199999999999998,1.46,0.11,0.5,4.77
"Row2362","Dragon Age: Origins - Ultimate Edition","PC",2010,"Role-Playing","Electronic Arts",0.0,0.12,0.0,0.02,0.14
"Row2363","Dragon Ball GT: Final Bout","PSX",1997,"Fighting","Namco Bandai Games",0.02,0.02,0.22,0.02,0.27
"Row2364","Dragon Ball GT: Game Boy Advance Video Volume 1","GBA",2004,"Misc","N/A",0.12,0.05,0.0,0.0,0.17
"Row2365","Dragon Ball GT: Transformation","GBA",2005,"Action","Atari",0.2,0.08,0.0,0.01,0.28
"Row2366","Dragon Ball Heroes: Ultimate Mission","3DS",2013,"Misc","Namco Bandai Games",0.0,0.0,0.29,0.0,0.29
"Row2367","Dragon Ball Heroes: Ultimate Mission 2","3DS",2014,"Strategy","Namco Bandai Games",0.0,0.0,0.31,0.0,0.31
"Row2368","Dragon Ball Kai: Ultimate Butouden","NDS",2011,"Fighting","Namco Bandai Games",0.0,0.0,0.09,0.0,0.09
"Row2369","Dragon Ball Z","SNES",1993,"Fighting","Namco Bandai Games",0.0,0.0,1.45,0.0,1.45
"Row2370","Dragon Ball Z Hyper Dimension","SNES",1995,"Fighting","Namco Bandai Games",0.0,0.0,0.21,0.0,0.21
"Row2371","Dragon Ball Z Super Gokuden: Kakusei-Hen","SNES",1995,"Role-Playing","Namco Bandai Games",0.0,0.0,0.11,0.0,0.11
"Row2372","Dragon Ball Z for Kinect","X360",2012,"Fighting","Namco Bandai Games",0.01,0.0,0.0,0.0,0.01
"Row2373","Dragon Ball Z: Attack of the Saiyans","NDS",2009,"Role-Playing","Namco Bandai Games",0.13,0.02,0.21,0.01,0.38
"Row2374","Dragon Ball Z: Battle of Z","PS3 PSV X360",2014,"Fighting","Namco Bandai Games",0.11,0.21,0.12,0.08,0.53
"Row2375","Dragon Ball Z: Budokai","PS2 GC",2002,"Fighting","Atari",2.7,0.42000000000000004,0.55,0.1,3.78
"Row2376","Dragon Ball Z: Budokai 2","PS2 GC",2003,"Fighting","Atari",1.8399999999999999,0.28,0.51,0.06999999999999999,2.68
"Row2377","Dragon Ball Z: Budokai 3","PS2",2004,"Fighting","Atari",1.09,0.15,0.65,0.04,1.94
"Row2378","Dragon Ball Z: Budokai Tenkaichi","PS2",2005,"Fighting","Atari",0.96,0.12,0.54,0.04,1.66
"Row2379","Dragon Ball Z: Budokai Tenkaichi 2","PS2 Wii1",2006,"Fighting","Atari",0.9,0.05,0.0,0.13,1.09
"Row2380","Dragon Ball Z: Budokai Tenkaichi 3","PS2 Wii1",2007,"Fighting","Atari",1.48,0.37,1.02,1.1800000000000002,4.04
"Row2381","Dragon Ball Z: Burst Limit","PS3 X360",2008,"Fighting","Atari",0.45999999999999996,0.52,0.21,0.16999999999999998,1.35
"Row2382","Dragon Ball Z: Buu's Fury","GBA",2004,"Action","Atari",0.44,0.16,0.0,0.01,0.61
"Row2383","Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation","GBA",2006,"Action","Atari",0.01,0.01,0.0,0.0,0.02
"Row2384","Dragon Ball Z: Chou Saiya Densetsu","SNES",1992,"Role-Playing","Namco Bandai Games",0.0,0.0,0.58,0.0,0.58
"Row2385","Dragon Ball Z: Collectible Card Game","GBA",2002,"Misc","Infogrames",0.33,0.12,0.0,0.01,0.46
"Row2386","Dragon Ball Z: Extreme Butoden","3DS",2015,"Fighting","Namco Bandai Games",0.12,0.03,0.16,0.02,0.33
"Row2387","Dragon Ball Z: Harukanaru Densetsu","NDS",2007,"Role-Playing","Namco Bandai Games",0.19,0.0,0.0,0.02,0.21
"Row2388","Dragon Ball Z: Harukanaru Densetsu (JP sales)","NDS",2007,"Role-Playing","Namco Bandai Games",0.0,0.0,0.15,0.0,0.15
"Row2389","Dragon Ball Z: Idainaru Dragon Ball Densetsu","PSX SAT",1995,"Fighting","Namco Bandai Games",0.0,0.0,0.32999999999999996,0.01,0.33999999999999997
"Row2390","Dragon Ball Z: Infinite World","PS2",2008,"Fighting","Namco Bandai Games",0.08,0.06,0.21,0.02,0.36
"Row2391","Dragon Ball Z: La Legende Saien","SNES",1993,"Fighting","Namco Bandai Games",0.0,0.0,1.2,0.0,1.2
"Row2392","Dragon Ball Z: Sagas","PS2 XB GC",2005,"Fighting","Atari",0.7200000000000001,0.1,0.0,0.07999999999999999,0.9099999999999999
"Row2393","Dragon Ball Z: Shin Budokai","PSP",2006,"Fighting","Atari",0.26,0.08,0.13,0.07,0.55
"Row2394","Dragon Ball Z: Shin Budokai - Another Road","PSP",2007,"Fighting","Atari",0.19,0.09,0.08,0.07,0.44
"Row2395","Dragon Ball Z: Shin Butouden","SAT",1995,"Fighting","Namco Bandai Games",0.0,0.0,0.09,0.0,0.09
"Row2396","Dragon Ball Z: Supersonic Warriors","GBA",2004,"Fighting","Atari",0.36,0.13,0.0,0.01,0.51
"Row2397","Dragon Ball Z: Supersonic Warriors 2","NDS",2005,"Fighting","Atari",0.14,0.02,0.32,0.02,0.5
"Row2398","Dragon Ball Z: Taiketsu","GBA",2003,"Fighting","Atari",0.77,0.29,0.0,0.02,1.08
"Row2399","Dragon Ball Z: Tenkaichi Tag Team","PSP",2010,"Fighting","Namco Bandai Games",0.11,0.04,0.09,0.03,0.27
