"Name","Concatenate(Platform)","Min*(Year)","First(Genre)","First(Publisher)","Sum(NA_Sales)","Sum(EU_Sales)","Sum(JP_Sales)","Sum(Other_Sales)","Sum(Global_Sales)"
"Defendin' De Penguin","Wii1, NDS",2008,"Strategy","Zushi Games",0.07,0,0,0,0.07
"Defiance","X360, PS3, PC",2013,"Shooter","Trion Worlds",0.7100000000000001,0.3,0,0.11,1.14
"Delta Force: Black Hawk Down","PS2, XB",2005,"Shooter","NovaLogic",0.47,0.24000000000000002,0,0.06999999999999999,0.8
"Dementium II","NDS",2010,"Shooter","SouthPeak Games",0.09,0.02,0,0.01,0.12
"Dementium: The Ward","NDS",2007,"Shooter","SouthPeak Games",0.15,0.01,0,0.01,0.17
"DemiKids: Dark Version","GBA",2002,"Role-Playing","Atlus",0.02,0.01,0,0,0.02
"DemiKids: Light Version","GBA",2002,"Role-Playing","Atlus",0.02,0.01,0,0,0.02
"Demigod","PC",2009,"Strategy","Atari",0,0.02,0,0,0.02
"Demolition Company: Gold Edition","PC",2011,"Simulation","N/A",0,0.02,0,0,0.02
"Demolition Racer","PSX",1998,"Racing","Infogrames",0.17,0.12,0,0.02,0.31
"Demon Attack","2600",1981,"Shooter","Imagic",1.99,0.12,0,0.02,2.13
"Demon Driver: Time to Burn Rubber!","GBA",2003,"Racing","Ignition Entertainment",0.02,0.01,0,0,0.03
"Demon Gaze","PSV",2013,"Role-Playing","Nippon Ichi Software",0.06,0.03,0.08,0.02,0.2
"Demon Gaze 2","PSV",2014,"Role-Playing","Experience Inc.",0,0,0.01,0,0.01
"Demon's Souls","PS3",2009,"Role-Playing","Namco Bandai Games",0.97,0.34,0.35,0.18,1.84
"Dengeki Bunko Fighting Climax","PSV, PS3",2014,"Fighting","Sega",0.13,0,0.16,0.04,0.33999999999999997
"Dengeki Gakuen RPG: Cross of Venus","NDS",2009,"Role-Playing","ASCII Media Works",0,0,0.05,0,0.05
"Dengeki Gakuen RPG: Cross of Venus Special","NDS",2011,"Role-Playing","ASCII Media Works",0,0,0.01,0,0.01
"Denki Blocks!","GBA",2001,"Puzzle","Rage Software",0.03,0.01,0,0,0.04
"Dennou Senki Virtual-On Force","X360",2010,"Fighting","Sega",0,0,0.03,0,0.03
"Densetsu no Stafi","GBA",2002,"Platform","Nintendo",0,0,0.46,0.01,0.47
"Densetsu no Stafi 2","GBA",2003,"Platform","Nintendo",0,0,0.43,0.01,0.44
"Densetsu no Stafi 3","GBA",2004,"Platform","Nintendo",0,0,0.23,0.01,0.24
"Densetsu no Stafi 4","NDS",2006,"Platform","Nintendo",0,0,0.17,0,0.17
"Densetsu no Yuusha no Densetsu: Legendary Saga","PSP",2010,"Role-Playing","Kadokawa Shoten",0,0,0.01,0,0.01
"Densha De Go!","PSX",1997,"Simulation","Taito",0,0,1.02,0.07,1.09
"Densha De Go! 2","PSX",1999,"Simulation","Taito",0,0,0.38,0.03,0.41
"Densha De Go! 3 Tsuukinhen","PS2",2001,"Simulation","Taito",0,0,0.06,0,0.06
"Densha De Go! 64","N64",1999,"Simulation","Taito",0,0,0.05,0.07,0.12
"Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen","Wii1",2007,"Simulation","Taito",0,0,0.02,0,0.02
"Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen","NDS",2010,"Simulation","Square Enix",0,0,0.02,0,0.02
"Deponia","PC",2012,"Adventure","Daedalic",0,0.13,0,0.03,0.15
"Derby Jockey 2","SNES",1995,"Sports","Asmik Corp",0,0,0.1,0,0.1
"Derby Jockey: Kishou e no Michi","SNES",1994,"Sports","Asmik Corp",0,0,0.07,0,0.07
"Derby Stallion","PSX, SAT",1997,"Sports","ASCII Entertainment",0,0,2.05,0.14,2.1799999999999997
"Derby Stallion 04","PS2",2004,"Sports","Enterbrain",0,0,0.55,0,0.55
"Derby Stallion 64","N64",2001,"Sports","Media Factory",0,0,0.15,0,0.15
"Derby Stallion 96","SNES",1996,"Sports","ASCII Entertainment",0,0,1.04,0.01,1.05
"Derby Stallion 98","SNES",1998,"Sports","ASCII Entertainment",0,0,0.08,0,0.08
"Derby Stallion 99","PSX",1999,"Sports","ASCII Entertainment",0,0,1.06,0.07,1.13
"Derby Stallion Advance","GBA",2002,"Sports","Enterbrain",0,0,0.12,0,0.13
"Derby Stallion DS","NDS",2008,"Sports","Enterbrain",0,0,0.32,0,0.32
"Derby Stallion Gold","3DS",2014,"Sports","Kadokawa Shoten",0,0,0.14,0,0.14
"Derby Stallion II","SNES",1994,"Sports","ASCII Entertainment",0,0,0.87,0,0.87
"Derby Stallion III","SNES",1995,"Sports","ASCII Entertainment",0,0,1.15,0,1.15
"Derby Stallion P","PSP",2006,"Sports","Enterbrain",0,0,0.1,0,0.1
"Derby Time 2006","PSP",2006,"Sports","Sony Computer Entertainment",0,0,0.03,0,0.03
"Derby Tsuku 5: Derby Uma o Tsukurou!","PS2",2006,"Sports","Sega",0,0,0.04,0,0.04
"Derby Tsuku: Derby Uma o Tsukurou!","DC",2000,"Sports","Sega",0,0,0.08,0,0.08
"Descent","PSX",1996,"Shooter","Interplay",0.11,0.07,0,0.01,0.19
"Descent Maximum","PSX",1997,"Shooter","Interplay Productions",0.05,0.04,0,0.01,0.1
"Desert Falcon","2600",1987,"Shooter","Atari",0.24,0.01,0,0,0.26
"Desert Strike Advance","GBA",2002,"Simulation","Electronic Arts",0.05,0.02,0,0,0.06
"Desire","SAT",1997,"Adventure","Imadio",0,0,0.14,0,0.14
"Desktop Tower Defense","NDS",2009,"Strategy","THQ",0.11,0,0,0.01,0.11
"Despicable Me: The Game","Wii1, PSP, PS2",2010,"Platform","D3Publisher",0.29,0.24000000000000002,0,0.08,0.6
"Despicable Me: The Game - Minion Mayhem","NDS",2010,"Puzzle","D3Publisher",0.42,0.09,0,0.04,0.54
"Destiny","PS4, XOne, X360, PS3",2014,"Shooter","Activision",6.59,4.12,0.28,1.6199999999999999,12.61
"Destiny Links","NDS",2009,"Role-Playing","Namco Bandai Games",0,0,0.01,0,0.01
"Destiny: The Collection","PS4, XOne",2016,"Shooter","Activision",0.02,0.06,0,0.01,0.1
"Destiny: The Taken King","PS4, XOne, PS3, X360",2015,"Shooter","Activision",1.9699999999999998,1.2999999999999998,0.06,0.51,3.87
"Destrega","PSX",1998,"Fighting","Sony Computer Entertainment",0.04,0.03,0,0,0.07
"Destroy All Humans!","PS2, XB",2005,"Shooter","THQ",1.12,0.14,0,0.15,1.4
"Destroy All Humans! 2","PS2",2006,"Action","THQ",0.4,0.02,0,0.07,0.48
"Destroy All Humans! Big Willy Unleashed","Wii1",2008,"Action","THQ",0.13,0,0,0.01,0.14
"Destroy All Humans! Path of the Furon","X360, PS3",2008,"Action","THQ",0.08,0.12,0,0.02,0.22
"Destruction Derby","PSX",1995,"Racing","Psygnosis",0.5,0.34,0,0.06,0.9
"Destruction Derby 2","PSX",1996,"Racing","Psygnosis",0.65,0.44,0,0.08,1.17
"Destruction Derby 64","N64",1999,"Racing","THQ",0.13,0.03,0,0,0.16
"Destruction Derby Arenas","PS2",2004,"Racing","Sony Computer Entertainment",0.06,0.05,0,0.02,0.13
"Destruction Derby Raw","PSX",2000,"Racing","Sony Computer Entertainment",0.08,0.05,0,0.01,0.14
"Detana TwinBee Yahho! Deluxe Pack","SAT, PSX",1995,"Shooter","Konami Digital Entertainment",0,0,0.21000000000000002,0.01,0.22
"Detective Barbie: The Mystery Cruise","PSX",1999,"Adventure","Mattel Interactive",0.08,0.05,0,0.01,0.14
"Detective Conan: Marionette Symphony","3DS",2013,"Adventure","Namco Bandai Games",0,0,0.05,0,0.05
"Detective Conan: Phantom Rhapsody","3DS",2014,"Action","Namco Bandai Games",0,0,0.03,0,0.03
"Detective Conan: Prelude from the Past","NDS, PSP",2012,"Action","Namco Bandai Games",0,0,0.09,0,0.09
"Detective Jinguuji Saburo: Ronde Revenge","3DS",2012,"Action","Arc System Works",0,0,0.02,0,0.02
"Detective Opera: Milky Holmes 2","PSP",2012,"Adventure","BushiRoad",0,0,0.03,0,0.03
"Deus Ex","PC",2000,"Role-Playing","Eidos Interactive",0,0.01,0,0,0.01
"Deus Ex: Human Revolution","PS3, X360, PC, WiiU",2011,"Shooter","Square Enix",1.57,1.3800000000000001,0.09000000000000001,0.44999999999999996,3.4899999999999998
"Deus Ex: Invisible War","XB",2003,"Shooter","Eidos Interactive",0.25,0.07,0,0.01,0.33
"Deus Ex: Mankind Divided","PS4, XOne, PC",2016,"Role-Playing","Square Enix",0.18,0.26,0,0.060000000000000005,0.5
"Deus Ex: The Conspiracy","PS2",2002,"Action","Eidos Interactive",0.1,0.08,0,0.03,0.21
"Devil Dice","PSX",1998,"Puzzle","THQ",0.05,0.03,1.1,0.08,1.26
"Devil Kings","PS2",2005,"Action","Capcom",0.03,0.03,0.18,0.01,0.25
"Devil May Cry","PS2",2001,"Action","Capcom",1.36,0.86,0.64,0.13,2.99
"Devil May Cry 2","PS2",2003,"Action","Capcom",0.71,0.58,0.51,0.17,1.97
"Devil May Cry 3: Dante's Awakening","PS2",2005,"Action","Capcom",0.99,0.63,0.29,0.19,2.09
"Devil May Cry 3: Dante's Awakening Special Edition","PS2",2006,"Action","Capcom",1.06,0.82,0.05,0.28,2.21
"Devil May Cry 4","PS3, X360, PS4, PC",2008,"Action","Capcom",1.3900000000000001,0.8200000000000001,0.5,0.35,3.0700000000000003
"Devil May Cry HD Collection","PS3, X360",2012,"Action","Capcom",0.7,0.32,0.12,0.13,1.28
"Devil Survivor: Over Clock","3DS",2015,"Strategy","Atlus",0,0,0.02,0,0.02
"Devil's Third","WiiU",2015,"Action","Nintendo",0.04,0.02,0,0.01,0.06
"Dewy's Adventure","Wii1",2007,"Platform","Konami Digital Entertainment",0.14,0,0.01,0.01,0.16
"Dexter's Lab Chess Challenge","GBA",2002,"Misc","BAM! Entertainment",0.14,0.05,0,0,0.2
"Dexter's Laboratory Deesaster Strikes","GBA",2001,"Adventure","BAM! Entertainment",0.3,0.11,0,0.01,0.41
"Di-Gata Defenders","NDS",2008,"Role-Playing","Game Factory",0.06,0,0,0,0.06
"DiRT","PS3, X360, PC",2007,"Racing","Codemasters",0.54,1.09,0,0.32,1.9500000000000002
"DiRT 2","PS3, X360, Wii1, PSP, NDS, PC",2009,"Racing","Codemasters",0.8500000000000001,1.4000000000000001,0,0.44000000000000006,2.7
"DiRT 3","PS3, X360, PC",2011,"Racing","Codemasters",0.5,1.13,0.02,0.31999999999999995,1.97
"DiRT Rally","PS4, XOne, PC",2016,"Racing","Codemasters",0.06,0.35,0,0.060000000000000005,0.45999999999999996
"DiRT Showdown","X360, PS3",2012,"Racing","Codemasters",0.1,0.27,0,0.06,0.43
"Diablo","PC, PSX",1996,"Role-Playing","Activision",0.3,1.77,0.07,0.04,2.17
"Diablo II","PC",2000,"Role-Playing","Havas Interactive",0.01,0.09,0,0.02,0.13
"Diablo II: Lord of Destruction","PC",2001,"Role-Playing","Vivendi Games",1.03,0.02,0,0,1.06
"Diablo III","PC, PS3, PS4, X360, XOne",2012,"Role-Playing","Activision",4.869999999999999,4.54,0.21,1.4400000000000002,11.08
"Diabolik Lovers","PSP",2012,"Adventure","Idea Factory",0,0,0.05,0,0.05
"Diabolik Lovers: Dark Fate","PSV",2015,"Action","Idea Factory",0,0,0.03,0,0.03
"Diabolik Lovers: Lunatic Parade","PSV",2016,"Adventure","Idea Factory",0,0,0.03,0,0.03
"Diabolik Lovers: More Blood","PSP, PSV",2013,"Adventure","Idea Factory",0,0,0.05,0,0.05
"Diabolik Lovers: Vandead Carnival","PSV",2014,"Action","Idea Factory",0,0,0.02,0,0.02
"Diary Girl","NDS",2008,"Misc","Konami Digital Entertainment",0.01,0,0,0,0.01
"Diddy Kong Racing","N64",1997,"Racing","Nintendo",2.91,0.99,0.89,0.1,4.88
"Diddy Kong Racing DS","NDS",2007,"Racing","Nintendo",1.1,0.04,0,0.1,1.24
"Die Hard Trilogy","PSX",1996,"Shooter","Fox Interactive",0.85,0.58,0,0.1,1.54
"Die Hard Trilogy 2: Viva Las Vegas","PSX",1999,"Action","Fox Interactive",0.27,0.18,0,0.03,0.49
"Die Hard: Vendetta","GC",2002,"Shooter","NDA Productions",0.09,0.02,0,0,0.12
"Diego's Build & Rescue","NDS",2010,"Action","Take-Two Interactive",0.07,0,0,0.01,0.08
"Dies Irae: Amantes Amentes","PSP",2012,"Action","Views",0,0,0.02,0,0.02
"Dig Dug","2600, Famicom",1982,"Puzzle","Atari",1.52,0.1,0.41,0.02,2.05
"Dig Dug: Digging Strike","NDS",2005,"Puzzle","Atari",0.05,0,0,0,0.06
"Digger Simulator","PC",2011,"Simulation","Excalibur Publishing",0,0.01,0,0,0.01
"Digging for Dinosaurs","NDS",2010,"Action","Scholastic Inc.",0.35,0,0,0.02,0.37
"Digimon Adventure","PSP",2013,"Role-Playing","Namco Bandai Games",0,0,0.1,0,0.1
"Digimon Adventure: Anode Tamer","WS",1999,"Role-Playing","Namco Bandai Games",0,0,0.28,0,0.28
"Digimon All-Star Rumble","PS3, X360",2014,"Fighting","Namco Bandai Games",0.1,0.04,0,0.03,0.16
"Digimon Battle Spirit 2","GBA",2003,"Fighting","Namco Bandai Games",0.11,0.04,0,0,0.15
"Digimon Digital Card Battle","PSX",1999,"Strategy","Namco Bandai Games",0.06,0.04,0,0.01,0.11
"Digimon Racing","GBA",2004,"Racing","Namco Bandai Games",0.09,0.03,0,0,0.13
"Digimon Rumble Arena","PSX",2001,"Fighting","Namco Bandai Games",0.01,0.01,0,0,0.02
"Digimon Rumble Arena 2","PS2, GC, XB",2004,"Fighting","Atari",0.09,0.05,0,0.01,0.15
"Digimon Story: Cyber Sleuth","PSV, PS4",2015,"Role-Playing","Namco Bandai Games",0,0.09,0.17,0.02,0.28
"Digimon Story: Lost Evolution","NDS",2010,"Role-Playing","Namco Bandai Games",0,0,0.1,0,0.1
"Digimon Story: Super Xros Wars Blue/Red","NDS",2011,"Role-Playing","Namco Bandai Games",0,0,0.1,0,0.1
"Digimon World","PSX",1999,"Role-Playing","Namco Bandai Games",0.56,0.38,0.28,0.08,1.3
"Digimon World 2","PSX",2000,"Role-Playing","Namco Bandai Games",0.23,0.16,0.16,0.04,0.58
"Digimon World 4","PS2, GC, XB",2005,"Role-Playing","Atari",0.17,0.09,0,0.02,0.27
"Digimon World Championship","NDS",2008,"Role-Playing","Namco Bandai Games",0,0,0.07,0,0.07
"Digimon World DS","NDS",2006,"Role-Playing","Namco Bandai Games",0.1,0,0,0.01,0.11
"Digimon World DS (JP sales)","NDS",2006,"Role-Playing","Namco Bandai Games",0,0,0.23,0,0.23
"Digimon World Re:Digitize","PSP",2012,"Action","Namco Bandai Games",0,0,0.22,0,0.22
"Digimon World Re:Digitize Decode","3DS",2013,"Role-Playing","Namco Bandai Games",0,0,0.09,0,0.09
"Digimon World: Data Squad","PS2",2006,"Role-Playing","Namco Bandai Games",0.12,0.09,0,0.03,0.24
"Digimon World: Dawn / Dusk","NDS",2007,"Role-Playing","Namco Bandai Games",0.14,0,0.18,0.01,0.33
"Digimon World: Next Order","PSV",2016,"Action","Namco Bandai Games",0,0,0.09,0,0.09
"Diner Dash: Flo on the Go","NDS",2009,"Puzzle","Zoo Games",0.13,0,0,0.01,0.14
"Diner Dash: Sizzle & Serve","NDS, PSP",2007,"Puzzle","Eidos Interactive",0.45,0.03,0,0.04,0.52
"Dino Crisis","PSX",1998,"Action","Capcom",0.81,0.76,0.7,0.14,2.41
"Dino Crisis 2","PSX",2000,"Action","Virgin Interactive",0.34,0.49,0.28,0.1,1.21
"Dino Crisis 3","XB",2003,"Action","Capcom",0.08,0.03,0.03,0,0.14
"Dino Dini's Kick Off Revival","PS4",2016,"Sports","Avanquest",0,0.02,0,0,0.02
"Dino Master: Dig Discover Duel","NDS",2005,"Strategy","Majesco Entertainment",0.06,0,0,0,0.07
"Dino Pets","NDS",2009,"Simulation","Avanquest",0.05,0,0,0,0.06
"Dino Stalker","PS2",2002,"Shooter","Capcom",0.07,0.06,0.08,0.02,0.22
"Dinosaur King","NDS",2007,"Strategy","Sega",0.2,0,0,0.02,0.23
"Dinotopia: The Sunstone Odyssey","XB",2003,"Action","TDK Mediactive",0.01,0,0,0,0.01
"Dinotopia: The Timestone Pirates","GBA",2002,"Action","TDK Core",0.14,0.05,0,0,0.19
"Dirge of Cerberus: Final Fantasy VII","PS2",2006,"Shooter","Square Enix",0.47,0.37,0.52,0.12,1.48
"Disaster Report","PS2",2002,"Action","Agetec",0.03,0.02,0.15,0.01,0.21
"Disaster: Day of Crisis","Wii1",2008,"Action","Nintendo",0,0.03,0.04,0,0.08
"Disciples III: Renaissance","PC",2010,"Strategy","Kalypso Media",0,0.01,0,0,0.02
"Discovery Kids: Dolphin Discovery","NDS",2008,"Simulation","505 Games",0.21,0,0,0.01,0.22
"Discovery Kids: Kitten Corner","NDS",2009,"Simulation","505 Games",0.42,0,0,0.03,0.45
"Discovery Kids: Parrot Pals","NDS",2009,"Simulation","505 Games",0.07,0,0,0,0.07
"Discovery Kids: Pony Paradise","NDS",2009,"Simulation","505 Games",0.19,0,0,0.01,0.2
"Discovery Kids: Puppy Playtime","NDS",2009,"Simulation","505 Games",0.3,0,0,0.02,0.33
"Discovery Kids: Snake Safari","NDS",2009,"Simulation","505 Games",0.02,0,0,0,0.02
"Discovery Kids: Spider Quest","NDS",2009,"Misc","505 Games",0.07,0,0,0.01,0.08
"Discworld","PSX",1994,"Adventure","Psygnosis",0.04,0.02,0,0,0.06
"Discworld II: Mortality Bytes!","PSX",1996,"Adventure","Psygnosis",0.01,0.01,0,0,0.02
"Disgaea 2: Cursed Memories","PS2",2006,"Role-Playing","Tecmo Koei",0.09,0.07,0.15,0.02,0.33
"Disgaea 2: Dark Hero Days","PSP",2009,"Role-Playing","Nippon Ichi Software",0.1,0.01,0.12,0.02,0.25
"Disgaea 3: Absence of Justice","PS3",2008,"Role-Playing","Square Enix",0.32,0.04,0.11,0.04,0.51
"Disgaea 4: A Promise Unforgotten","PS3, PSV",2011,"Role-Playing","Nippon Ichi Software",0.31,0.15,0.22000000000000003,0.08,0.76
"Disgaea 5: Alliance of Vengeance","PS4",2015,"Role-Playing","Nippon Ichi Software",0.1,0.08,0.06,0.04,0.27
"Disgaea D2: A Brighter Darkness","PS3",2013,"Role-Playing","Nippon Ichi Software",0.09,0,0.1,0.01,0.21
"Disgaea DS","NDS",2008,"Role-Playing","Square Enix",0.11,0.02,0.05,0.01,0.19
"Disgaea Infinite","PSP",2010,"Adventure","Nippon Ichi Software",0.07,0,0.01,0.01,0.08
"Disgaea: Afternoon of Darkness","PSP",2006,"Role-Playing","Tecmo Koei",0.15,0.01,0.04,0.02,0.23
"Disgaea: Hour of Darkness","PS2",2003,"Role-Playing","Tecmo Koei",0.16,0.13,0,0.04,0.33
"Dishonored","X360, PS3, PC, PS4, XOne",2012,"Action","Bethesda Softworks",2.23,1.48,0.07,0.52,4.3
"Disney Art Academy","3DS",2016,"Action","Nintendo",0.01,0.01,0.07,0,0.09
"Disney Channel Collection Vol. 1","GBA",2004,"Misc","N/A",0.08,0.03,0,0,0.11
"Disney Channel: All Star Party","Wii1",2010,"Misc","Disney Interactive Studios",0.18,0.08,0,0.02,0.29
"Disney Fairies: Tinker Bell","NDS",2008,"Adventure","Disney Interactive Studios",0.86,0.52,0.01,0.15,1.54
"Disney Fairies: Tinker Bell and the Great Fairy Rescue","NDS",2010,"Adventure","Disney Interactive Studios",0.18,0.14,0,0.03,0.35
"Disney Fairies: Tinker Bell and the Lost Treasure","NDS",2009,"Adventure","Disney Interactive Studios",0.57,0.35,0.02,0.1,1.04
"Disney Friends","NDS",2007,"Simulation","Disney Interactive Studios",0.13,0.04,0,0.01,0.18
"Disney Golf","PS2",2002,"Sports","Electronic Arts",0.07,0.06,0.02,0.02,0.17
"Disney Guilty Party","Wii1",2010,"Misc","Disney Interactive Studios",0.43,0,0,0.03,0.46
"Disney Infinity","Wii1, X360, PS3, WiiU, 3DS, PSV",2013,"Action","Disney Interactive Studios",3.13,1.4800000000000002,0,0.5,5.12
"Disney Infinity 2.0: Marvel Super Heroes","X360, PS3, WiiU, PS4, XOne, PSV",2014,"Action","Disney Interactive Studios",1.94,1.52,0,0.4900000000000001,3.95
"Disney Infinity 3.0","PS4, PS3, X360, WiiU, XOne",2015,"Action","Disney Interactive Studios",0.9199999999999999,1.1300000000000001,0,0.30000000000000004,2.34
"Disney Magic World 2","3DS",2015,"Action","Nintendo",0,0,0.19,0,0.19
"Disney Magical World","3DS",2013,"Adventure","Nintendo",0.16,0.2,0.53,0.03,0.92
"Disney Planes Fire & Rescue","3DS, Wii1, WiiU",2014,"Action","Disney Interactive Studios",0.02,0.14,0,0.01,0.19
"Disney Princess","GBA",2003,"Platform","THQ",1.04,0.37,0,0.06,1.47
"Disney Princess: Enchanted Journey","Wii1, PS2",2007,"Adventure","Disney Interactive Studios",1.35,0.13,0,0.12,1.6099999999999999
"Disney Princess: Enchanting Storybooks","Wii1, NDS",2011,"Misc","THQ",0.34,0.15,0,0.05,0.54
"Disney Princess: Magical Jewels","NDS",2007,"Adventure","Disney Interactive Studios",1.15,0.2,0,0.12,1.47
"Disney Sing It","Wii1, PS2, X360, PS3",2008,"Misc","Disney Interactive Studios",1.6800000000000002,0.5800000000000001,0,0.25,2.51
"Disney Sing It! High School Musical 3: Senior Year","Wii1, PS2, PS3, X360",2008,"Misc","Disney Interactive Studios",0.5800000000000001,0.51,0,0.46,1.5500000000000003
"Disney Sing It: Family Hits","Wii1, PS3",2010,"Misc","Disney Interactive Studios",0.5,0.22,0,0.07,0.78
"Disney Sing It: Party Hits","Wii1, PS3",2010,"Misc","Disney Interactive Studios",0.6,0.12,0,0.060000000000000005,0.77
"Disney Sing It: Pop Hits","Wii1, PS2, PS3",2009,"Misc","Disney Interactive Studios",1.35,0.35000000000000003,0,0.38,2.09
"Disney Sports Basketball","GBA",2002,"Sports","Konami Digital Entertainment",0.01,0,0,0,0.02
"Disney Sports Football","GC",2002,"Sports","Konami Digital Entertainment",0.01,0,0,0,0.02
"Disney Sports Skateboarding","GBA, GC",2002,"Sports","Konami Digital Entertainment",0.1,0.03,0,0,0.13
"Disney Sports Soccer","GC, GBA",2002,"Sports","Konami Digital Entertainment",0.05,0.02,0,0,0.06
"Disney Stitch Jam","NDS",2009,"Misc","Disney Interactive Studios",0.08,0,0.16,0,0.24
"Disney TH!NK Fast: The Ultimate Trivia Showdown","Wii1, PS2",2008,"Misc","Disney Interactive Studios",0.45,0.22,0.01,0.08,0.78
"Disney Tangled","NDS, Wii1",2010,"Action","Disney Interactive Studios",1.0499999999999998,0.54,0,0.14,1.73
"Disney Universe","Wii1, PS3, X360",2011,"Action","Disney Interactive Studios",1.3399999999999999,0.68,0,0.24,2.27
"Disney's 102 Dalmatians: Puppies to the Rescue","PSX",2000,"Platform","Eidos Interactive",0.34,0.23,0,0.04,0.62
"Disney's A Christmas Carol","NDS",2009,"Adventure","Disney Interactive Studios",0.22,0.01,0,0.02,0.25
"Disney's Aladdin","SNES, GBA",1993,"Platform","Capcom",0.96,0.35000000000000003,0.21,0.27,1.78
"Disney's Aladdin in Nasira's Revenge","PSX",2000,"Action","Sony Computer Entertainment",0.05,0.04,0,0.01,0.09
"Disney's American Dragon Jake Long: Attack of the Dark Dragon","NDS",2006,"Action","Disney Interactive Studios",0.15,0,0,0.01,0.16
"Disney's Atlantis: The Lost Empire","PSX, GBA",2001,"Platform","Sony Computer Entertainment",0.19,0.1,0,0.01,0.29000000000000004
"Disney's Brother Bear","GBA",2003,"Action","THQ",0.28,0.1,0,0.01,0.39
"Disney's Chicken Little","GBA, PS2, GC, XB",2005,"Platform","Disney Interactive Studios",1.1300000000000001,0.51,0,0.09999999999999999,1.7600000000000002
"Disney's Chicken Little: Ace In Action","NDS",2006,"Shooter","Disney Interactive Studios",0.06,0,0,0,0.06
"Disney's Chip 'n Dale: Rescue Rangers","Famicom",1990,"Platform","Capcom",0.68,0.14,0.35,0.02,1.19
"Disney's Donald Duck Advance","GBA",2001,"Platform","Ubisoft",0.05,0.02,0,0,0.07
"Disney's Donald Duck: Goin' Quackers","PSX, N64, PS2, GC",2000,"Platform","Ubisoft",0.23,0.12,0,0.02,0.37
"Disney's DuckTales","Famicom, GBoy",1988,"Platform","Capcom",1.73,0.53,0.77,0.07,3.0999999999999996
"Disney's Extreme Skate Adventure","PS2, GBA, GC, XB",2003,"Sports","Activision",0.5299999999999999,0.24,0,0.05,0.8300000000000001
"Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life","PSX",2003,"Misc","Sony Computer Entertainment",0.23,0.15,0,0.03,0.4
"Disney's Hide & Sneak","GC",2003,"Action","Capcom",0.03,0.01,0,0,0.03
"Disney's Home on the Range","GBA",2004,"Action","Disney Interactive Studios",0.12,0.04,0,0,0.17
"Disney's Kim Possible 2: Drakken's Demise","GBA",2004,"Platform","Disney Interactive Studios",0.47,0.17,0,0.01,0.66
"Disney's Kim Possible 3: Team Possible","GBA",2005,"Platform","Disney Interactive Studios",0.33,0.12,0,0.01,0.46
"Disney's Kim Possible: Global Gemini","NDS",2007,"Platform","Disney Interactive Studios",0.05,0.01,0,0,0.06
"Disney's Kim Possible: Kimmunicator","NDS",2005,"Platform","Disney Interactive Studios",0.11,0.01,0,0.01,0.13
"Disney's Kim Possible: Revenge of Monkey Fist","GBA",2002,"Platform","THQ",0.37,0.14,0,0.01,0.51
"Disney's Lilo & Stitch","GBA",2002,"Platform","Ubisoft",0.77,0.29,0,0.02,1.08
"Disney's Magical Mirror Starring Mickey Mouse","GC",2002,"Adventure","Nintendo",0.15,0.04,0,0.01,0.19
"Disney's Magical Quest 2 Starring Mickey and Minnie","GBA",2003,"Action","Capcom",0.05,0.02,0,0,0.06
"Disney's Magical Quest 3 Starring Mickey and Donald","GBA",2003,"Action","Capcom",0.02,0.01,0,0,0.02
"Disney's Magical Quest Starring Mickey and Minnie","GBA",2002,"Action","Nintendo",0.16,0.06,0,0,0.22
"Disney's Meet the Robinsons","Wii1, X360, GC, NDS",2007,"Action","Disney Interactive Studios",0.29000000000000004,0.01,0,0.02,0.33
